0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1.4736842105263157,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.4736842105263157
0.42105263157894735,0.42105263157894735,0.42105263157894735,0.42105263157894735,0.42105263157894735,0.42105263157894735,0.42105263157894735,0.42105263157894735,0.5263157894736842,0.7368421052631579,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315
0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.631578947368421,0.631578947368421,0.5263157894736842,0.5263157894736842,1.0526315789473684,1.1578947368421053,1.263157894736842,1.263157894736842,1.263157894736842,1.263157894736842,1.263157894736842,1.263157894736842,1.263157894736842
0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.0,0.0,0.0,0.0,0.21052631578947367,0.3157894736842105,0.5263157894736842,0.7368421052631579,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947
0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.10526315789473684,0.21052631578947367,0.21052631578947367,0.42105263157894735,0.5263157894736842,0.631578947368421,0.8421052631578947,0.9473684210526315,0.9473684210526315,0.9473684210526315,1.0526315789473684,0.9473684210526315,0.9473684210526315
0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.3157894736842105,0.42105263157894735,0.5263157894736842,0.631578947368421,0.7368421052631579,0.8421052631578947,0.9473684210526315,0.9473684210526315,1.0526315789473684,1.0526315789473684,1.0526315789473684
0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.42105263157894735,0.5263157894736842,0.631578947368421,0.7368421052631579,0.7368421052631579,0.8421052631578947,0.9473684210526315,0.9473684210526315,1.0526315789473684,1.0526315789473684,1.0526315789473684
0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.0,0.0,0.0,0.0,0.21052631578947367,0.3157894736842105,0.42105263157894735,0.5263157894736842,0.631578947368421,0.7368421052631579,0.7368421052631579,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.9473684210526315
0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.10526315789473684,0.10526315789473684,0.0,0.10526315789473684,0.3157894736842105,0.42105263157894735,0.5263157894736842,0.631578947368421,0.631578947368421,0.7368421052631579,0.7368421052631579,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.3157894736842105,0.42105263157894735,0.5263157894736842,0.5263157894736842,0.631578947368421,0.631578947368421,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.8421052631578947
